Total Accesses:,7086622
Frames,Missees,Miss Rate
1,6105474,0.861549
2,6105474,0.861549
3,6105474,0.861549
4,6105474,0.861549
5,6105474,0.861549
6,6105474,0.861549
7,6105474,0.861549
8,6105474,0.861549
9,6105474,0.861549
10,6105474,0.861549
11,6105474,0.861549
12,6105474,0.861549
13,6105474,0.861549
14,6105474,0.861549
15,6105474,0.861549
16,6105474,0.861549
17,6105474,0.861549
18,6105474,0.861549
19,6105474,0.861549
20,6105474,0.861549
21,6105474,0.861549
22,6105474,0.861549
23,6105474,0.861549
24,6105474,0.861549
25,6105474,0.861549
26,6105474,0.861549
27,6105474,0.861549
28,6105474,0.861549
29,6105474,0.861549
30,6105474,0.861549
31,6105474,0.861549
32,6105474,0.861549
33,6105474,0.861549
34,6105474,0.861549
35,6105474,0.861549
36,6105474,0.861549
37,6105474,0.861549
38,6105474,0.861549
39,6105474,0.861549
40,6105474,0.861549
41,6105474,0.861549
42,6105474,0.861549
43,6105474,0.861549
44,6105474,0.861549
45,6105474,0.861549
46,6105474,0.861549
47,6105474,0.861549
48,6105474,0.861549
49,6105474,0.861549
50,6105474,0.861549
51,6105474,0.861549
52,6105474,0.861549
53,6105474,0.861549
54,6105474,0.861549
55,6105474,0.861549
56,6105474,0.861549
57,6105474,0.861549
58,6105474,0.861549
59,6105474,0.861549
60,6105474,0.861549
61,6105474,0.861549
62,6105474,0.861549
63,6105474,0.861549
64,6105474,0.861549
65,6105474,0.861549
66,6105474,0.861549
67,6105474,0.861549
68,6105474,0.861549
69,6105474,0.861549
70,6105474,0.861549
71,6105474,0.861549
72,6105474,0.861549
73,6105474,0.861549
74,6105474,0.861549
75,6105474,0.861549
76,6105474,0.861549
77,6105474,0.861549
78,6105474,0.861549
79,6105474,0.861549
80,6105474,0.861549
81,6105474,0.861549
82,6105474,0.861549
83,6105474,0.861549
84,6105474,0.861549
85,6105474,0.861549
86,6105474,0.861549
87,6105474,0.861549
88,6105474,0.861549
89,6105474,0.861549
90,6105474,0.861549
91,6105474,0.861549
92,6105474,0.861549
93,6105474,0.861549
94,6105474,0.861549
95,6105474,0.861549
96,6105474,0.861549
97,6105474,0.861549
98,6105474,0.861549
99,6105474,0.861549
100,6105474,0.861549
101,6105474,0.861549
102,6105474,0.861549
103,6105474,0.861549
104,6105474,0.861549
105,6105474,0.861549
106,6105474,0.861549
107,6105474,0.861549
108,6105474,0.861549
109,6105474,0.861549
110,6105474,0.861549
111,6105474,0.861549
112,6105474,0.861549
113,6105474,0.861549
114,6105474,0.861549
115,6105474,0.861549
116,6105474,0.861549
117,6105474,0.861549
118,6105474,0.861549
119,6105474,0.861549
120,6105474,0.861549
121,6105474,0.861549
122,6105474,0.861549
123,6105474,0.861549
124,6105474,0.861549
125,6105474,0.861549
126,6105474,0.861549
127,6105474,0.861549
128,6105474,0.861549
129,6105474,0.861549
130,6105474,0.861549
131,6105474,0.861549
132,6105474,0.861549
133,6105474,0.861549
134,6105474,0.861549
135,6105474,0.861549
136,6105474,0.861549
137,6105474,0.861549
138,6105474,0.861549
139,6105474,0.861549
140,6105474,0.861549
141,6105474,0.861549
142,6105474,0.861549
143,6105474,0.861549
144,6105474,0.861549
145,6105474,0.861549
146,6105474,0.861549
147,6105474,0.861549
148,6105474,0.861549
149,6105474,0.861549
150,6105474,0.861549
151,6105474,0.861549
152,6105474,0.861549
153,6105474,0.861549
154,6105474,0.861549
155,6105474,0.861549
156,6105474,0.861549
157,6105474,0.861549
158,6105474,0.861549
159,6105474,0.861549
160,6105474,0.861549
161,6105474,0.861549
162,6105474,0.861549
163,6105474,0.861549
164,6105474,0.861549
165,6105474,0.861549
166,6105474,0.861549
167,6105474,0.861549
168,6105474,0.861549
169,6105474,0.861549
170,6105474,0.861549
171,6105474,0.861549
172,6105474,0.861549
173,6105474,0.861549
174,6105474,0.861549
175,6105474,0.861549
176,6105474,0.861549
177,6105474,0.861549
178,6105474,0.861549
179,6105474,0.861549
180,6105474,0.861549
181,6105474,0.861549
182,6105474,0.861549
183,6105474,0.861549
184,6105474,0.861549
185,6105474,0.861549
186,6105474,0.861549
187,6105474,0.861549
188,6105474,0.861549
189,6105474,0.861549
190,6105474,0.861549
191,6105474,0.861549
192,6105474,0.861549
193,6105474,0.861549
194,6105474,0.861549
195,6105474,0.861549
196,6105474,0.861549
197,6105474,0.861549
198,6105474,0.861549
199,6105474,0.861549
200,6105474,0.861549
201,6105474,0.861549
202,6105474,0.861549
203,6105474,0.861549
204,6105474,0.861549
205,6105474,0.861549
206,6105474,0.861549
207,6105474,0.861549
208,6105474,0.861549
209,6105474,0.861549
210,6105474,0.861549
211,6105474,0.861549
212,6105474,0.861549
213,6105474,0.861549
214,6105474,0.861549
215,6105474,0.861549
216,6105474,0.861549
217,6105474,0.861549
218,6105474,0.861549
219,6105474,0.861549
220,6105474,0.861549
221,6105474,0.861549
222,6105474,0.861549
223,6105474,0.861549
224,6105474,0.861549
225,6105474,0.861549
226,6105474,0.861549
227,6105474,0.861549
228,6105474,0.861549
229,6105474,0.861549
230,6105474,0.861549
231,6105474,0.861549
232,6105474,0.861549
233,6105474,0.861549
234,6105474,0.861549
235,6105474,0.861549
236,6105474,0.861549
237,6105474,0.861549
238,6105474,0.861549
239,6105474,0.861549
240,6105474,0.861549
241,6105474,0.861549
242,6105474,0.861549
243,6105474,0.861549
244,6105474,0.861549
245,6105474,0.861549
246,6105474,0.861549
247,6105474,0.861549
248,6105474,0.861549
249,6105474,0.861549
250,6105474,0.861549
251,6105474,0.861549
252,6105474,0.861549
253,6105474,0.861549
254,6105474,0.861549
255,6105474,0.861549
256,6105474,0.861549
257,6105474,0.861549
258,6105474,0.861549
259,6105474,0.861549
260,6105474,0.861549
261,6105474,0.861549
262,6105474,0.861549
263,6105474,0.861549
264,6105474,0.861549
265,6105474,0.861549
266,6105474,0.861549
267,6105474,0.861549
268,6105474,0.861549
269,6105474,0.861549
270,6105474,0.861549
271,6105474,0.861549
272,6105474,0.861549
273,6105474,0.861549
274,6105474,0.861549
275,6105474,0.861549
276,6105474,0.861549
277,6105474,0.861549
278,6105474,0.861549
279,6105474,0.861549
280,6105474,0.861549
281,6105474,0.861549
282,6105474,0.861549
283,6105474,0.861549
284,6105474,0.861549
285,6105474,0.861549
286,6105474,0.861549
287,6105474,0.861549
288,6105474,0.861549
289,6105474,0.861549
290,6105474,0.861549
291,6105474,0.861549
292,6105474,0.861549
293,6105474,0.861549
294,6105474,0.861549
295,6105474,0.861549
296,6105474,0.861549
297,6105474,0.861549
298,6105474,0.861549
299,6105474,0.861549
300,6105474,0.861549
301,6105474,0.861549
302,6105474,0.861549
303,6105474,0.861549
304,6105474,0.861549
305,6105474,0.861549
306,6105474,0.861549
307,6105474,0.861549
308,6105474,0.861549
309,6105474,0.861549
310,6105474,0.861549
311,6105474,0.861549
312,6105474,0.861549
313,6105474,0.861549
314,6105474,0.861549
315,6105474,0.861549
316,6105474,0.861549
317,6105474,0.861549
318,6105474,0.861549
319,6105474,0.861549
320,6105474,0.861549
321,6105474,0.861549
322,6105474,0.861549
323,6105474,0.861549
324,6105474,0.861549
325,6105474,0.861549
326,6105474,0.861549
327,6105474,0.861549
328,6105474,0.861549
329,6105474,0.861549
330,6105474,0.861549
331,6105474,0.861549
332,6105474,0.861549
333,6105474,0.861549
334,6105474,0.861549
335,6105474,0.861549
336,6105474,0.861549
337,6105474,0.861549
338,6105474,0.861549
339,6105474,0.861549
340,6105474,0.861549
341,6105474,0.861549
342,6105474,0.861549
343,6105474,0.861549
344,6105474,0.861549
345,6105474,0.861549
346,6105474,0.861549
347,6105474,0.861549
348,6105474,0.861549
349,6105474,0.861549
350,6105474,0.861549
351,6105474,0.861549
352,6105474,0.861549
353,6105474,0.861549
354,6105474,0.861549
355,6105474,0.861549
356,6105474,0.861549
357,6105474,0.861549
358,6105474,0.861549
359,6105474,0.861549
360,6105474,0.861549
361,6105474,0.861549
362,6105474,0.861549
363,6105474,0.861549
364,6105474,0.861549
365,6105474,0.861549
366,6105474,0.861549
367,6105474,0.861549
368,6105474,0.861549
369,6105474,0.861549
370,6105474,0.861549
371,6105474,0.861549
372,6105474,0.861549
373,6105474,0.861549
374,6105474,0.861549
375,6105474,0.861549
376,6105474,0.861549
377,6105474,0.861549
378,6105474,0.861549
379,6105474,0.861549
380,6105474,0.861549
381,6105474,0.861549
382,6105474,0.861549
383,6105474,0.861549
384,6105474,0.861549
385,6105474,0.861549
386,6105474,0.861549
387,6105474,0.861549
388,6105474,0.861549
389,6105474,0.861549
390,6105474,0.861549
391,6105474,0.861549
392,6105474,0.861549
393,6105474,0.861549
394,6105474,0.861549
395,6105474,0.861549
396,6105474,0.861549
397,6105474,0.861549
398,6105474,0.861549
399,6105474,0.861549
400,6105474,0.861549
401,6105474,0.861549
402,6105474,0.861549
403,6105474,0.861549
404,6105474,0.861549
405,6105474,0.861549
406,6105474,0.861549
407,6105474,0.861549
408,6105474,0.861549
409,6105474,0.861549
410,6105474,0.861549
411,6105474,0.861549
412,6105474,0.861549
413,6105474,0.861549
414,6105474,0.861549
415,6105474,0.861549
416,6105474,0.861549
417,6105474,0.861549
418,6105474,0.861549
419,6105474,0.861549
420,6105474,0.861549
421,6105474,0.861549
422,6105474,0.861549
423,6105474,0.861549
424,6105474,0.861549
425,6105474,0.861549
426,6105474,0.861549
427,6105474,0.861549
428,6105474,0.861549
429,6105474,0.861549
430,6105474,0.861549
431,6105474,0.861549
432,6105474,0.861549
433,6105474,0.861549
434,6105474,0.861549
435,6105474,0.861549
436,6105474,0.861549
437,6105474,0.861549
438,6105474,0.861549
439,6105474,0.861549
440,6105474,0.861549
441,6105474,0.861549
442,6105474,0.861549
443,6105474,0.861549
444,6105474,0.861549
445,6105474,0.861549
446,6105474,0.861549
447,6105474,0.861549
448,6105474,0.861549
449,6105474,0.861549
450,6105474,0.861549
451,6105474,0.861549
452,6105474,0.861549
453,6105474,0.861549
454,6105474,0.861549
455,6105474,0.861549
456,6105474,0.861549
457,6105474,0.861549
458,6105474,0.861549
459,6105474,0.861549
460,6105474,0.861549
461,6105474,0.861549
462,6105474,0.861549
463,6105474,0.861549
464,6105474,0.861549
465,6105474,0.861549
466,6105474,0.861549
467,6105474,0.861549
468,6105474,0.861549
469,6105474,0.861549
470,6105474,0.861549
471,6105474,0.861549
472,6105474,0.861549
473,6105474,0.861549
474,6105474,0.861549
475,6105474,0.861549
476,6105474,0.861549
477,6105474,0.861549
478,6105474,0.861549
479,6105474,0.861549
480,6105474,0.861549
481,6105474,0.861549
482,6105474,0.861549
483,6105474,0.861549
484,6105474,0.861549
485,6105474,0.861549
486,6105474,0.861549
487,6105474,0.861549
488,6105474,0.861549
489,6105474,0.861549
490,6105474,0.861549
491,6105474,0.861549
492,6105474,0.861549
493,6105474,0.861549
494,6105474,0.861549
495,6105474,0.861549
496,6105474,0.861549
497,6105474,0.861549
498,6105474,0.861549
499,6105474,0.861549
500,6105474,0.861549
501,6105474,0.861549
502,6105474,0.861549
503,6105474,0.861549
504,6105474,0.861549
505,6105474,0.861549
506,6105474,0.861549
507,6105474,0.861549
508,6105474,0.861549
509,6105474,0.861549
510,6105474,0.861549
511,6105474,0.861549
512,6105474,0.861549
513,6105474,0.861549
514,6105474,0.861549
515,6105474,0.861549
516,6105474,0.861549
517,6105474,0.861549
518,6105474,0.861549
519,6105474,0.861549
520,6105474,0.861549
521,6105474,0.861549
522,6105474,0.861549
523,6105474,0.861549
524,6105474,0.861549
525,6105474,0.861549
526,6105474,0.861549
527,6105474,0.861549
528,6105474,0.861549
529,6105474,0.861549
530,6105474,0.861549
531,6105474,0.861549
532,6105474,0.861549
533,6105474,0.861549
534,6105474,0.861549
535,6105474,0.861549
536,6105474,0.861549
537,6105474,0.861549
538,6105474,0.861549
539,6105474,0.861549
540,6105474,0.861549
541,6105474,0.861549
542,6105474,0.861549
543,6105474,0.861549
544,6105474,0.861549
545,6105474,0.861549
546,6105474,0.861549
547,6105474,0.861549
548,6105474,0.861549
549,6105474,0.861549
550,6105474,0.861549
551,6105474,0.861549
552,6105474,0.861549
553,6105474,0.861549
554,6105474,0.861549
555,6105474,0.861549
556,6105474,0.861549
557,6105474,0.861549
558,6105474,0.861549
559,6105474,0.861549
560,6105474,0.861549
561,6105474,0.861549
562,6105474,0.861549
563,6105474,0.861549
564,6105474,0.861549
565,6105474,0.861549
566,6105474,0.861549
567,6105474,0.861549
568,6105474,0.861549
569,6105474,0.861549
570,6105474,0.861549
571,6105474,0.861549
572,6105474,0.861549
573,6105474,0.861549
574,6105474,0.861549
575,6105474,0.861549
576,6105474,0.861549
577,6105474,0.861549
578,6105474,0.861549
579,6105474,0.861549
580,6105474,0.861549
581,6105474,0.861549
582,6105474,0.861549
583,6105474,0.861549
584,6105474,0.861549
585,6105474,0.861549
586,6105474,0.861549
587,6105474,0.861549
588,6105474,0.861549
589,6105474,0.861549
590,6105474,0.861549
591,6105474,0.861549
592,6105474,0.861549
593,6105474,0.861549
594,6105474,0.861549
595,6105474,0.861549
596,6105474,0.861549
597,6105474,0.861549
598,6105474,0.861549
599,6105474,0.861549
600,6105474,0.861549
601,6105474,0.861549
602,6105474,0.861549
603,6105474,0.861549
604,6105474,0.861549
605,6105474,0.861549
606,6105474,0.861549
607,6105474,0.861549
608,6105474,0.861549
609,6105474,0.861549
610,6105474,0.861549
611,6105474,0.861549
612,6105474,0.861549
613,6105474,0.861549
614,6105474,0.861549
615,6105474,0.861549
616,6105474,0.861549
617,6105474,0.861549
618,6105474,0.861549
619,6105474,0.861549
620,6105474,0.861549
621,6105474,0.861549
622,6105474,0.861549
623,6105474,0.861549
624,6105474,0.861549
625,6105474,0.861549
626,6105474,0.861549
627,6105474,0.861549
628,6105474,0.861549
629,6105474,0.861549
630,6105474,0.861549
631,6105474,0.861549
632,6105474,0.861549
633,6105474,0.861549
634,6105474,0.861549
635,6105474,0.861549
636,6105474,0.861549
637,6105474,0.861549
638,6105474,0.861549
639,6105474,0.861549
640,6105474,0.861549
641,6105474,0.861549
642,6105474,0.861549
643,6105474,0.861549
644,6105474,0.861549
645,6105474,0.861549
646,6105474,0.861549
647,6105474,0.861549
648,6105474,0.861549
649,6105474,0.861549
650,6105474,0.861549
651,6105474,0.861549
652,6105474,0.861549
653,6105474,0.861549
654,6105474,0.861549
655,6105474,0.861549
656,6105474,0.861549
657,6105474,0.861549
658,6105474,0.861549
659,6105474,0.861549
660,6105474,0.861549
661,6105474,0.861549
662,6105474,0.861549
663,6105474,0.861549
664,6105474,0.861549
665,6105474,0.861549
666,6105474,0.861549
667,6105474,0.861549
668,6105474,0.861549
669,6105474,0.861549
670,6105474,0.861549
671,6105474,0.861549
672,6105474,0.861549
673,6105474,0.861549
674,6105474,0.861549
675,6105474,0.861549
676,6105474,0.861549
677,6105474,0.861549
678,6105474,0.861549
679,6105474,0.861549
680,6105474,0.861549
681,6105474,0.861549
682,6105474,0.861549
683,6105474,0.861549
684,6105474,0.861549
685,6105474,0.861549
686,6105474,0.861549
687,6105474,0.861549
688,6105474,0.861549
689,6105474,0.861549
690,6105474,0.861549
691,6105474,0.861549
692,6105474,0.861549
693,6105474,0.861549
694,6105474,0.861549
695,6105474,0.861549
696,6105474,0.861549
697,6105474,0.861549
698,6105474,0.861549
699,6105474,0.861549
700,6105474,0.861549
701,6105474,0.861549
702,6105474,0.861549
703,6105474,0.861549
704,6105474,0.861549
705,6105474,0.861549
706,6105474,0.861549
707,6105474,0.861549
708,6105474,0.861549
709,6105474,0.861549
710,6105474,0.861549
711,6105474,0.861549
712,6105474,0.861549
713,6105474,0.861549
714,6105474,0.861549
715,6105474,0.861549
716,6105474,0.861549
717,6105474,0.861549
718,6105474,0.861549
719,6105474,0.861549
720,6105474,0.861549
721,6105474,0.861549
722,6105474,0.861549
723,6105474,0.861549
724,6105474,0.861549
725,6105474,0.861549
726,6105474,0.861549
727,6105474,0.861549
728,6105474,0.861549
729,6105474,0.861549
730,6105474,0.861549
731,6105474,0.861549
732,6105474,0.861549
733,6105474,0.861549
734,6105474,0.861549
735,6105474,0.861549
736,6105474,0.861549
737,6105474,0.861549
738,6105474,0.861549
739,6105474,0.861549
740,6105474,0.861549
741,6105474,0.861549
742,6105474,0.861549
743,6105474,0.861549
744,6105474,0.861549
745,6105474,0.861549
746,6105474,0.861549
